timestamp,temperature,humidity,pressure,status,affected_sensor,alert_type,severity,confidence,explanation,confidence_percent
2026-01-01 03:00:00,31.03663809213972,65.83319067849799,1010.8553295340624,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 03:10:00,30.726525480820225,67.13559500902691,1009.9475077799689,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 03:20:00,33.121454536505844,67.14779993333379,1010.6265629241457,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 03:30:00,31.86010045085037,64.77115700964364,1010.7646849309482,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 03:40:00,32.185712128553476,65.68791168587175,1011.3356628883352,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 03:50:00,31.08200473419302,69.84093415089615,1010.0301948552286,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 04:00:00,31.875520350221112,68.8330332805189,1009.2040518441909,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 04:10:00,32.488061617013365,66.07400024885712,1010.8348640386203,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 04:20:00,31.565864079070714,65.10268907431929,1011.6722517590249,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 04:30:00,32.873556128844605,65.09406722510039,1011.4204488931631,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 04:40:00,32.177794309260726,65.91042542306928,1010.9347047154174,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 04:50:00,32.509192392031665,62.46932008587061,1010.6128730530199,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 05:00:00,32.34432505317662,63.83386623923304,1011.2909825418184,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 05:10:00,34.38952333940277,60.84743026865358,1010.4292893221783,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 05:20:00,32.97774808979379,64.82135450604228,1011.1827906962761,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 05:30:00,32.2220244314389,65.15800553019824,1011.225801631152,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 05:40:00,33.80464671486726,62.740405505031816,1011.5315287445419,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 05:50:00,32.24709235252781,66.70043898157083,1012.4095107073451,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 06:00:00,33.46672258918718,60.94920524762857,1011.2540423951234,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 06:10:00,31.806437602573734,60.32290283622524,1010.8314003278839,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 06:20:00,32.384814523347735,63.55417691218698,1011.101033909037,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 06:30:00,33.67666035072122,65.05585388117247,1010.2571104328105,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 06:40:00,34.18034218458096,66.18871754174648,1010.8220047472767,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 06:50:00,33.795622448610914,61.76517582694425,1010.9923158519542,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 07:00:00,33.63350180745016,64.70532080014108,1010.9623886957766,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 07:10:00,33.55113674300308,62.338943662049566,1011.3279634669742,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 07:20:00,32.673681578004604,61.94174705952126,1010.8678037726908,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 07:30:00,33.34355763653089,63.92845386848005,1011.8666286239779,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 07:40:00,33.612284958437584,63.343053806416,1011.3331855023573,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 07:50:00,34.88626127361853,58.7660887007447,1011.355266914813,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 08:00:00,34.37360623312264,64.75565749651604,1011.2226685596484,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 08:10:00,32.744784872335174,64.44974871504418,1011.4907711641853,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 08:20:00,34.46932420695784,60.328760534096936,1011.8521432594811,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 08:30:00,33.95514390236701,62.26518761347468,1011.0323030776239,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 08:40:00,33.7731161792022,62.35875281367155,1011.1629371200676,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 08:50:00,34.853709602605896,61.792610388581416,1011.3661100322072,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 09:00:00,35.23713379587264,60.0747213365574,1010.8708631667643,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 09:10:00,35.2035554697374,59.73969051523502,1011.1598405927506,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 09:20:00,33.83156762738731,60.94300856608626,1011.3568727199452,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 09:30:00,34.29817729266215,63.25436365183248,1012.0575315647229,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 09:40:00,34.851341685916175,61.914538427602224,1011.7768090996208,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 09:50:00,35.40571264438486,60.00821825045383,1011.76734997049,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 10:00:00,34.27902899982518,62.21866064109386,1012.12086318686,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 10:10:00,34.54906443574509,54.90773152458756,1011.6514176229521,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 10:20:00,33.84586412736617,62.83566718760222,1011.9398529000417,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 10:30:00,33.80541119685949,56.99581945019575,1011.7173517465008,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 10:40:00,35.44193284112242,59.6912937507796,1011.9258086964503,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 10:50:00,35.90451935313328,58.121605550194474,1011.5257334213121,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 11:00:00,34.78760277225397,57.72021530952172,1010.621507325624,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 11:10:00,35.67177882559595,62.58374856019237,1011.7973950195269,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 11:20:00,35.1800515482479,59.28311214095663,1012.5993405391608,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 11:30:00,34.39447699536148,60.87186216537027,1012.3743168694945,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 11:40:00,35.217551256545676,60.04928929796375,1012.4169591057984,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 11:50:00,36.17475074180147,61.06543867718885,1012.5751831076838,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 12:00:00,34.92956575002451,60.237190619495586,1012.0241078233908,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 12:10:00,36.221859401849734,57.4937265972258,1012.1008997899452,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 12:20:00,32.884274316467646,62.0323928394154,1011.7156782732893,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 12:30:00,35.64552237424657,59.036486092184596,1011.8885272235199,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 12:40:00,35.06356886657416,56.89897377871325,1012.3763035923654,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 12:50:00,34.75865466606955,59.14804858518368,1012.6920073476347,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 13:00:00,35.07319542052129,63.00194598268286,1012.041779679375,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 13:10:00,33.40965406683615,61.701025087193266,1011.9076343015053,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 13:20:00,34.821890264945615,59.30744018075303,1012.1540053317791,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 13:30:00,35.27923342080768,59.31439786416659,1012.4751413415067,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 13:40:00,36.16977283644043,59.3818146962708,1011.4731892861286,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 13:50:00,34.56475675084317,64.1947501161975,1011.0673849952643,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 14:00:00,34.32249769596764,60.82528574789872,1011.9603438352706,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 14:10:00,34.55581496432022,60.94564209600644,1011.6451688280932,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 14:20:00,35.675483520642835,62.17424325510133,1012.0211417208611,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 14:30:00,35.190122782474724,60.62333452855908,1012.2207804639062,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 14:40:00,34.485299069580805,59.663701243169726,1012.0872752976676,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 14:50:00,35.29973900657132,59.82905018166877,1013.0591302967896,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 15:00:00,34.94484542529528,60.12243070953819,1012.5150321842492,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 15:10:00,35.618206996185044,60.238973519462846,1012.5204246190963,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 15:20:00,34.25581501458004,61.82034410791012,1012.699581157145,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 15:30:00,34.52756348006584,60.5245053769265,1011.8371118478922,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 15:40:00,34.44632273182946,61.94526164576077,1012.9438939892962,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 15:50:00,33.55760559911231,60.38173172454684,1012.4040227237447,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 16:00:00,34.93182699041124,60.76740884311304,1012.7944672695014,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 16:10:00,34.86840652660076,56.68447401322208,1011.9403740250062,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 16:20:00,34.626417118471565,62.58800264308977,1011.7162508149672,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 16:30:00,34.395568118679016,61.52650130103772,1012.9186527731277,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 16:40:00,58.41001579808677,62.9113954362651,1012.7142389819139,Likely Sensor Fault,Temperature,Confirmed Anomaly,High,0.9,Temperature changed by +24.01°C in 10 minutes while the other parameters did not show a corresponding large change. This indicates an isolated temperature anomaly.,90.0
2026-01-01 16:50:00,34.16305019640434,55.20835633437937,1012.0910816091623,Recovery Reading,Temperature,Suspicious,Low,0.85,The sensor value rapidly moved back in the opposite direction following a detected anomaly. This reading is treated as a recovery rather than a separate anomaly.,85.0
2026-01-01 17:00:00,34.180845532877036,65.26671511736455,1012.1230942953827,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 17:10:00,33.766860505615284,60.903456101704485,1013.1362053751093,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 17:20:00,34.23155198039954,63.49520453401035,1011.9940863212345,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 17:30:00,34.63397179637316,59.29872592390588,1013.4251736334654,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 17:40:00,35.76810270457623,62.70723984290954,1012.168310775596,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 17:50:00,34.3455320895408,59.48142919510205,1012.9523387073724,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 18:00:00,34.35694034613807,60.45066201148867,1012.483091268851,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 18:10:00,34.03470986507681,65.63952951235407,1012.9629867163129,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 18:20:00,32.50097525741676,61.546650739161315,1012.4030618236096,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 18:30:00,33.95488918475587,62.48266517612896,1012.6071801500536,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 18:40:00,33.9627989359819,63.91090592531935,1012.7222245752771,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 18:50:00,35.82215401103177,63.288243133858124,1012.213588928775,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 19:00:00,33.63307344378777,62.72691337906181,1013.097740488716,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 19:10:00,33.96208421573688,63.288229321192475,1012.4830939152755,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 19:20:00,33.62546978248787,67.50035277397241,1012.6374986068059,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 19:30:00,32.64922545078266,62.716426644176266,1012.266446014396,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 19:40:00,34.427918324303015,63.37487794804795,1011.4939990962146,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 19:50:00,34.04329045851001,65.21782072729404,1012.6909191980865,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 20:00:00,34.00127414059417,65.4741546999965,1014.0037287448673,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 20:10:00,32.56629313657564,65.78645441029789,1013.2004308325966,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 20:20:00,34.340072950464425,64.84178544062728,1012.8089247803786,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 20:30:00,32.01910138272456,61.432825708622275,1012.6972534195431,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 20:40:00,33.53155393215052,67.1427265503816,1012.8497922103486,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 20:50:00,34.73469154226412,61.74265513073035,1013.1216948292096,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 21:00:00,32.108961485678854,64.80248983891126,1012.26701949002,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 21:10:00,32.366253024291204,62.85286588401444,1013.4235910585188,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 21:20:00,32.815783024670516,64.39959944161322,1013.2328379676449,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 21:30:00,32.2489555536508,65.35405266671944,1013.2426691832995,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 21:40:00,31.325816692926033,65.51001955534267,1013.1109542675708,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 21:50:00,32.53478061767687,65.88398103280647,1012.9093750563011,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 22:00:00,31.542676141082953,68.44238431398962,1013.2435571396943,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 22:10:00,32.68302303829654,66.29877041545117,1013.21030209032,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 22:20:00,31.479316213245227,65.08197552815416,1012.7443511488989,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 22:30:00,33.3646219443535,67.67882549589778,1012.6412543789829,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 22:40:00,31.4070390625592,68.3116575849929,1012.9853737845568,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 22:50:00,31.684144700740408,63.66119654231612,1013.7150520542889,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 23:00:00,32.499981657537624,67.49646437241594,1012.3267901416004,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 23:10:00,30.771109276476054,67.89074402537535,1012.2180875253806,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 23:20:00,31.84369781974988,66.08141324914688,1013.0394412839016,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 23:30:00,32.61270721685136,69.6174275997724,1012.9874191233253,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 23:40:00,30.185641535429344,66.7566325797783,1013.0532637253624,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-01 23:50:00,31.523380508937162,67.49980606272045,1013.0928898618945,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-02 00:00:00,31.487073603398073,67.0955216154336,1012.8633348214701,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-02 00:10:00,31.807606936614786,67.66686081677706,1013.723592266949,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-02 00:20:00,30.09509555091399,65.63813758697668,1012.1816346970809,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-02 00:30:00,29.930363592616366,65.14644046864385,1012.5709655091133,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-02 00:40:00,31.305959430131608,71.41219777117377,1012.9364148597692,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-02 00:50:00,31.02731514840819,66.72662248372006,1012.1689766523767,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-02 01:00:00,30.89112640915888,66.63575104332303,1012.9048730202318,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-02 01:10:00,30.868618578519627,64.51029975094848,1013.8254645928284,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-02 01:20:00,29.947931065733695,67.73817481862802,1013.0068019713382,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-02 01:30:00,30.57804746489629,66.56933139885003,1013.1130381637377,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-02 01:40:00,30.526838943158467,72.69926839123369,1012.3686339452792,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-02 01:50:00,29.620919104722546,71.63483370039798,1012.6912637710648,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-02 02:00:00,31.58496201101212,68.43901450545192,1012.8122738894137,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-02 02:10:00,30.37131389206885,74.52037650000977,1012.8411415501153,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-02 02:20:00,28.939113017905765,72.17921934264741,1013.640647416612,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-02 02:30:00,30.31735018553841,69.76612263572007,1013.2781968891811,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-02 02:40:00,28.91239676627448,65.61690436534018,1012.4428476866608,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-02 02:50:00,30.22196797496937,75.39728456123068,1013.1207539048823,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-02 03:00:00,30.41949834577555,68.23561130133355,1013.2452368924073,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-02 03:10:00,28.736600969449533,67.92290885782441,1013.5645248296919,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-02 03:20:00,30.064615888446006,73.45731089391818,1013.7827449036726,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-02 03:30:00,29.525190877789722,76.4895725401975,1012.4826518700853,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-02 03:40:00,29.753988063189336,74.57586576663354,1012.5821949996721,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-02 03:50:00,30.51551029621298,73.13166641992507,1012.3559602567999,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-02 04:00:00,28.703902951150372,73.38908179542523,1012.8645656174158,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-02 04:10:00,28.19980282738027,74.10124759982808,1013.2112823426337,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-02 04:20:00,27.99423835655448,74.10615737906373,1013.4679996178072,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
2026-01-02 04:30:00,27.956778493261915,73.34352940547022,1012.9322880252862,Normal,None,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,99.0
